ASIA AVIATION - TOT RETURN IND,ADVANCED INFO SER. - TOT RETURN IND,AIRPORTS OF THAILAND - TOT RETURN IND,ASIAN SEA CORPORATION - TOT RETURN IND,ASIA SERMKIJ LEASING - TOT RETURN IND,BGK.AVIATION FUEL SVS. - TOT RETURN IND,BANK OF AYUDHYA - TOT RETURN IND,BANGKOK BANK - TOT RETURN IND,BANGCHAK CORPORATION ORS - TOT RETURN IND,BANGKOK DUSIT MED.SVS. - TOT RETURN IND,BANGKOK EXPRESSWAY AND METRO - TOT RETURN IND,BANGKOK INSURANCE - TOT RETURN IND,BANGKOK LIFE ASSURANCE - TOT RETURN IND
87190C(RI),314926(RI),28530Q(RI),140261(RI),31572P(RI),15382P(RI),749549(RI),933079(RI),140346(RI),314898(RI),8836T4(RI),755194(RI),68032M(RI)
175.17,12468.42,1227.66,299.52,786.86,1112.62,732.49,1910.38,144.59,15695.26,140.68,10664.71,521.35
175.17,12395.08,1235.29,261.79,796.95,1112.62,741.88,1926.22,146.69,15768.94,142.67,10694.93,518.81
175.17,12395.08,1235.29,261.79,796.95,1112.62,741.88,1926.22,146.69,15768.94,142.67,10694.93,518.81
173.75,12431.75,1204.78,254.71,793.59,1112.62,737.18,1889.27,146.69,15695.26,139.69,10664.71,521.35
175.17,12395.08,1189.53,257.07,780.14,1120.24,732.49,1889.27,146.69,15474.2,140.68,10634.5,526.44
173.75,12431.75,1212.41,252.35,786.86,1120.24,737.18,1899.83,146.69,15400.51,141.68,10634.5,539.15
175.17,12578.44,1220.03,254.71,790.23,1112.62,732.49,1899.83,146.69,15326.83,141.68,10664.71,531.53
173.75,12468.42,1227.66,254.71,786.86,1120.24,732.49,1899.83,141.45,15474.2,142.67,10634.5,534.07
173.75,12321.73,1197.16,235.84,783.5,1120.24,732.49,1868.17,140.4,15326.83,140.68,10694.93,523.9
172.34,12431.75,1212.41,242.92,783.5,1112.62,727.79,1868.17,141.45,15326.83,141.68,10574.08,531.53
173.75,12395.08,1181.91,247.64,780.14,1112.62,727.79,1862.89,144.59,15326.83,140.68,10604.29,523.9
172.34,12505.09,1181.91,247.64,780.14,1143.1,727.79,1862.89,144.59,15105.77,140.68,10634.5,523.9
169.52,12395.08,1181.91,240.56,776.77,1127.86,732.49,1868.17,143.54,15032.07,139.69,10543.87,506.09
170.93,12248.39,1181.91,240.56,780.14,1150.73,727.79,1873.44,144.59,14811.02,139.69,10574.08,495.92
170.93,12468.42,1189.53,249.99,773.41,1135.48,727.79,1910.38,144.59,14811.02,139.69,10634.5,513.72
169.52,12431.75,1181.91,259.43,770.05,1143.1,732.49,1931.49,142.43,14811.02,140.68,10634.5,511.18
170.93,12431.75,1166.66,254.71,773.41,1135.48,732.49,1926.22,141.35,14737.33,139.69,10725.14,503.55
170.93,12431.75,1174.28,245.28,766.69,1127.86,727.79,1899.83,142.43,14811.02,139.69,10755.35,511.18
172.34,12431.75,1166.66,245.28,763.32,1135.48,723.1,1920.94,141.35,14884.7,140.68,10815.77,526.44
173.75,12431.75,1189.53,238.2,743.15,1143.1,723.1,1926.22,141.35,14958.39,138.7,10785.56,526.44
172.34,12395.08,1189.53,238.2,746.74,1143.1,732.49,1920.94,140.28,15105.77,139.69,10785.56,534.07
172.34,12431.75,1174.28,234.9,743.15,1127.86,732.49,1920.94,141.35,15032.07,138.7,10724.28,531.53
170.93,12505.09,1189.53,240.56,743.15,1127.86,732.49,1920.94,138.12,14951.03,139.69,10877.48,528.98
172.34,12468.42,1174.28,235.84,739.56,1127.86,732.49,1926.22,140.28,14802.25,140.68,10816.2,526.44
170.93,12541.77,1166.66,233.96,732.38,1127.86,737.18,1920.94,140.28,14802.25,139.69,10754.92,526.44
173.75,12835.14,1197.16,238.2,728.79,1127.86,732.49,1942.05,143.51,14727.88,140.68,10785.56,528.98
176.58,12908.48,1181.91,245.28,739.56,1158.35,737.18,1952.6,142.43,15174.17,147.62,10785.56,526.44
176.58,12981.83,1189.53,252.35,735.97,1143.1,737.18,1957.88,143.51,15322.95,145.64,10846.84,523.9
179.4,12981.83,1197.16,245.28,735.97,1158.35,732.49,1952.6,145.67,15322.95,143.66,10816.2,526.44
182.23,12945.16,1204.78,247.64,735.97,1158.35,732.49,1926.22,144.59,15397.32,143.66,10785.56,523.9
180.82,12945.16,1220.03,252.35,735.97,1158.35,732.49,1931.49,142.43,15471.71,145.64,10846.84,518.81
177.99,13091.84,1212.41,249.99,743.15,1143.1,732.49,1931.49,141.35,15546.09,148.61,10877.48,516.27
177.99,13055.17,1212.41,245.28,735.97,1165.97,732.49,1915.66,141.35,15620.47,147.62,10877.48,516.27
183.64,13238.53,1227.66,247.64,735.97,1196.45,718.4,1910.38,142.43,15769.24,150.59,10846.84,526.44
182.23,13128.52,1220.03,247.64,735.97,1188.83,723.1,1910.38,142.43,15694.86,149.6,10785.56,521.35
183.64,13165.19,1220.03,247.64,735.97,1196.45,718.4,1915.66,144.59,15843.63,150.59,10785.56,521.35
182.23,13055.17,1197.16,249.99,743.15,1196.45,723.1,1915.66,142.43,15769.24,150.59,10816.2,523.9
183.64,12908.48,1197.16,249.99,743.15,1188.83,732.49,1910.38,143.51,15471.71,149.6,10877.48,518.81
183.64,12761.8,1212.41,271.22,768.28,1196.45,727.79,1920.94,144.59,15694.86,150.59,10877.48,521.35
180.82,12856.41,1204.78,266.5,761.1,1173.59,732.49,1915.66,142.43,15694.86,148.61,10877.48,516.27
180.82,12856.41,1204.78,266.5,761.1,1173.59,732.49,1915.66,142.43,15694.86,148.61,10877.48,516.27
179.4,13119.55,1212.41,273.58,753.92,1165.97,723.1,1931.49,142.43,15546.09,147.62,10877.48,513.72
179.4,13044.37,1197.16,268.86,750.33,1173.59,727.79,1926.22,141.35,15471.71,145.64,10846.84,516.27
179.4,13081.96,1197.16,275.94,743.15,1165.97,727.79,1978.99,142.43,15099.79,146.63,10846.84,511.18
177.99,13232.33,1212.41,275.94,746.74,1158.35,727.79,1968.43,142.43,15248.55,147.62,10846.84,508.64
177.99,13232.33,1212.41,275.94,746.74,1158.35,727.79,1968.43,142.43,15248.55,147.62,10846.84,508.64
177.99,13232.33,1212.41,275.94,746.74,1158.35,727.79,1968.43,142.43,15248.55,147.62,10846.84,508.64
173.75,13157.14,1212.41,266.5,739.56,1158.35,718.4,1968.43,142.43,15099.79,145.64,11030.68,501.01
175.17,13044.37,1220.03,266.5,746.74,1165.97,718.4,1984.27,141.35,15025.41,146.63,10877.48,498.46
175.17,12931.59,1227.66,264.15,739.56,1173.59,713.71,1936.77,141.35,15099.79,146.83,10816.2,498.46
172.34,13044.37,1258.16,252.35,746.74,1219.31,709.01,1947.33,140.28,14876.64,145.83,10846.84,501.01
173.75,13081.96,1258.16,259.43,750.33,1211.69,709.01,1931.1,142.43,14802.25,145.83,10877.48,501.01
173.75,13119.55,1250.54,259.43,750.33,1204.07,709.01,1947.33,141.35,15099.79,142.83,10816.2,495.92
172.34,13194.74,1258.16,259.9,743.15,1219.31,704.31,1947.33,141.35,15025.41,143.83,10846.84,493.38
172.34,13194.74,1265.79,262.35,743.15,1226.93,704.31,1947.33,141.35,15099.79,142.83,10846.84,495.92
173.75,13157.14,1242.91,262.35,750.33,1226.93,699.62,1941.92,140.28,15174.17,142.83,10846.84,495.92
175.17,13157.14,1227.66,257.45,750.33,1211.69,713.71,1941.92,138.12,15099.79,143.83,10816.2,490.83
175.17,13157.14,1227.66,257.45,750.33,1211.69,713.71,1941.92,138.12,15099.79,143.83,10816.2,490.83
173.75,13194.74,1235.29,264.8,746.74,1204.07,709.01,1947.33,138.12,15025.41,146.83,10846.84,490.83
176.58,13307.51,1242.91,264.8,743.15,1204.07,699.62,1952.73,138.12,15025.41,144.83,10785.56,490.83
180.82,13345.11,1250.54,277.06,746.74,1196.45,713.71,1968.96,137.04,15248.55,146.83,10785.56,490.83
177.99,13307.51,1258.16,306.49,746.74,1196.45,708.07,1963.55,140.28,15248.55,145.83,10816.2,490.83
177.99,13457.88,1265.79,321.2,750.33,1196.45,708.07,1963.55,141.35,15248.55,148.82,10816.2,492.67
172.34,13495.47,1265.79,311.39,750.33,1188.63,708.07,1952.73,142.43,15248.55,146.83,10846.84,495.23
172.34,13495.47,1265.79,311.39,750.33,1188.63,708.07,1952.73,142.43,15248.55,146.83,10846.84,495.23
166.69,13570.66,1273.41,308.94,746.74,1172.99,708.07,1963.55,140.28,15174.17,144.83,10846.84,492.67
170.93,13495.47,1265.79,308.94,743.15,1172.99,703.32,1936.51,140.28,15397.32,142.83,10846.84,484.97
169.52,13495.47,1258.16,308.94,743.15,1165.17,708.07,1941.92,138.12,15322.95,142.83,10846.84,479.84
169.52,13570.66,1258.16,357.98,743.15,1172.99,708.07,1925.69,139.2,14355.96,143.83,10846.84,461.87
169.52,13533.06,1281.04,392.3,739.56,1196.45,708.07,1941.92,140.28,13984.04,143.83,10846.84,459.31
169.52,13495.47,1281.04,416.82,743.15,1172.99,708.07,1947.33,140.28,13835.28,144.83,10877.48,451.61
170.93,13495.47,1273.41,414.37,750.33,1188.63,703.32,1947.33,140.28,13537.74,144.83,10846.84,461.87
170.93,13420.29,1281.04,475.67,750.33,1196.45,708.07,1952.73,141.35,13612.13,142.83,10908.12,459.31
170.93,13345.11,1281.04,473.21,764.69,1219.91,703.32,1968.96,141.35,13686.5,142.83,10908.12,469.57
170.93,13382.7,1281.04,473.21,761.1,1212.09,703.32,1963.55,143.51,13537.74,142.83,10969.4,464.44
172.34,13345.11,1288.66,529.61,764.69,1212.09,703.32,1968.96,143.51,13835.28,145.83,10938.5,469.57
173.75,13382.7,1288.66,509.99,764.69,1212.09,708.07,1947.33,145.67,13835.28,145.83,10938.5,474.7
177.99,13382.7,1303.91,465.86,764.69,1219.91,698.57,1952.73,146.75,13835.28,144.83,10938.5,472.14
177.99,13307.51,1311.54,490.38,761.1,1212.09,698.57,1947.33,144.59,13835.28,144.83,10938.5,464.44
175.17,13006.78,1296.29,544.32,764.69,1227.73,698.57,1947.33,146.75,13835.28,144.83,11000.3,469.57
175.17,13044.37,1342.04,534.51,764.69,1227.73,703.32,1958.14,147.83,13760.89,143.83,10969.4,467.01
175.17,13119.55,1357.29,583.55,768.28,1227.73,703.32,1952.73,148.91,13835.28,143.83,10938.5,464.44
176.58,12856.41,1372.54,568.84,789.82,1235.55,703.32,1963.55,146.75,13984.04,144.83,10938.5,469.57
176.58,12969.19,1372.54,563.93,789.82,1235.55,703.32,1947.33,146.75,14207.2,143.83,10938.5,469.57
173.75,12969.19,1342.04,539.42,789.82,1219.91,698.57,1958.14,146.75,14430.34,144.83,10938.5,464.44
175.17,13006.78,1364.91,524.7,793.41,1227.73,698.57,1947.33,146.75,14281.57,143.83,10938.5,464.44
176.58,13044.37,1357.29,529.61,793.41,1219.91,693.81,1936.51,144.59,14281.57,143.83,10938.5,467.01
175.17,12969.19,1342.04,524.7,789.82,1219.91,689.06,1947.33,144.59,14058.42,141.83,10969.4,464.44
175.17,13006.78,1349.66,559.03,779.05,1227.73,693.81,1947.33,145.67,13984.04,143.83,10938.5,469.57
175.17,13119.55,1349.66,559.03,771.87,1251.19,693.81,1947.33,146.75,14281.57,142.83,10938.5,464.44
177.99,13044.37,1357.29,549.22,764.69,1290.29,684.31,1936.51,146.75,14281.57,142.83,10938.5,464.44
179.4,13044.37,1380.16,534.51,757.51,1321.57,689.06,1947.33,147.83,14132.81,144.83,10938.5,482.4
180.82,13194.74,1418.29,583.55,768.28,1321.57,689.06,1952.73,145.67,13984.04,144.83,10938.5,479.84
177.99,13194.74,1403.04,588.45,764.69,1305.93,689.06,1958.14,145.67,13909.66,142.83,10907.61,479.84
180.82,13345.11,1403.04,632.59,761.1,1345.03,689.06,1947.33,146.75,14132.81,142.83,10938.5,477.27
182.23,13457.88,1418.29,632.59,761.1,1345.03,689.06,1958.14,145.67,14132.81,142.83,10938.5,477.27
179.4,13495.47,1410.67,760.08,761.1,1345.03,693.81,1958.14,144.59,14058.42,147.83,10907.61,474.7
179.4,13420.29,1403.04,730.66,764.69,1337.21,698.57,1963.55,144.59,14355.96,149.82,10907.61,469.57
179.4,13420.29,1433.54,676.72,775.46,1352.85,703.32,1968.96,143.51,14281.57,147.83,10907.61,469.57
173.75,13307.51,1425.92,715.95,764.69,1337.21,703.32,1985.19,146.75,14355.96,149.82,10907.61,467.01
173.75,13232.33,1441.17,696.34,764.69,1391.95,698.57,1990.6,144.59,14355.96,148.82,10907.61,454.18
176.58,13345.11,1441.17,676.72,779.05,1454.51,708.07,2001.42,144.59,14281.57,148.82,10907.61,456.74
176.58,13533.06,1441.17,671.82,771.87,1423.23,703.32,2001.42,144.59,14504.72,152.82,10876.7,461.87
175.17,13382.7,1418.29,711.05,768.28,1446.69,698.57,1996.01,144.59,14802.25,151.82,10907.61,461.87
175.17,13457.88,1441.17,701.24,768.28,1431.05,698.57,2006.83,145.67,14951.03,151.82,10907.61,456.74
175.17,13495.47,1517.42,657.11,764.69,1431.05,698.57,2006.83,142.43,14727.88,147.83,10907.61,456.74
173.75,13533.06,1479.29,652.2,764.69,1462.33,693.81,2001.42,141.35,14727.88,148.82,10907.61,459.31
173.75,13533.06,1479.29,652.2,764.69,1462.33,693.81,2001.42,141.35,14727.88,148.82,10907.61,459.31
175.17,13796.21,1494.54,662.01,757.51,1454.51,689.06,2023.05,143.51,14430.34,147.83,10845.8,454.18
176.58,14096.94,1509.79,662.01,764.69,1446.69,703.32,2028.46,143.51,14281.57,148.82,10876.7,451.61
175.17,14059.35,1494.54,637.49,764.69,1517.07,703.32,2050.1,142.43,14132.81,150.82,10876.7,451.61
175.17,14247.31,1486.92,637.49,764.69,1501.43,693.81,2039.28,143.51,14132.81,149.82,10845.8,443.91
175.17,14096.94,1448.79,681.62,768.28,1501.43,693.81,2039.28,143.51,14132.81,150.82,10784,451.61
175.17,13946.57,1471.67,671.82,764.69,1501.43,689.06,2012.24,143.51,14355.96,149.82,10753.11,451.61
177.99,14096.94,1494.54,662.01,768.28,1485.79,684.31,1996.01,147.83,14355.96,149.82,10722.21,446.48
176.58,14059.35,1540.29,657.11,764.69,1532.71,693.81,1974.37,146.75,14355.96,148.82,10691.3,446.48
176.58,13908.98,1563.17,588.45,764.69,1532.71,689.06,1952.73,146.75,14207.2,147.83,10722.21,443.91
176.58,14172.13,1578.42,568.84,768.28,1548.35,689.06,1947.33,151.07,14058.42,147.83,10691.3,436.21
176.58,14360.09,1586.05,583.55,761.1,1540.53,689.06,1947.33,149.99,14132.81,147.83,10691.3,425.95
177.99,14172.13,1586.05,588.45,761.1,1532.71,689.06,1952.73,149.99,14207.2,146.83,10691.3,428.52
175.17,14134.54,1586.05,568.84,764.69,1517.07,684.31,1963.55,151.07,14207.2,148.82,10722.21,433.65
175.17,14134.54,1586.05,568.84,764.69,1517.07,684.31,1963.55,151.07,14207.2,148.82,10722.21,433.65
179.4,13946.57,1570.79,554.13,764.69,1477.97,693.81,1941.92,149.99,14207.2,149.82,10722.21,428.52
182.23,13946.57,1586.05,573.74,757.51,1477.97,693.81,1941.92,153.22,14132.81,147.83,10722.21,425.95
179.4,13871.39,1593.67,563.93,753.92,1501.43,693.81,1947.33,154.3,14579.11,148.82,10722.21,431.08
180.82,14134.54,1601.3,603.16,750.33,1477.97,693.81,1968.96,155.38,14579.11,147.83,10691.3,425.95
177.99,14134.54,1624.17,652.2,750.33,1493.61,689.06,1936.51,157.54,14579.11,146.83,10691.3,425.95
176.58,13984.92,1647.05,642.39,746.74,1477.97,689.06,1952.73,156.46,14579.11,146.83,10691.3,428.52
176.58,14099.86,1654.67,642.39,746.74,1470.15,684.31,1958.14,157.54,14504.72,146.83,10722.21,428.52
177.99,14099.86,1616.55,686.53,746.74,1446.69,693.81,1958.14,155.38,14281.57,147.83,10753.11,425.95
173.75,13984.92,1631.8,691.43,746.74,1407.59,693.81,1963.55,156.46,14207.2,147.83,10722.21,433.65
173.75,13678.4,1601.3,671.82,746.74,1360.67,689.06,1958.14,154.3,14504.72,146.83,10722.21,431.08
173.75,13678.4,1601.3,671.82,746.74,1360.67,689.06,1958.14,154.3,14504.72,146.83,10722.21,431.08
173.75,13678.4,1578.42,691.43,746.74,1360.67,693.81,1952.73,156.46,14727.88,151.82,10845.8,451.61
172.34,13793.34,1608.92,686.53,746.74,1376.31,689.06,1931.1,161.86,14802.25,151.82,10845.8,451.61
170.93,13793.34,1608.92,725.76,746.74,1383.19,693.81,1936.51,167.25,14876.64,152.82,10845.8,449.04
170.93,13793.34,1608.92,725.76,743.15,1367.47,693.81,1941.92,165.09,15025.41,151.82,10845.8,464.44
172.34,13869.97,1563.17,740.47,743.15,1414.63,689.06,1958.14,167.25,14802.25,151.82,10845.8,461.87
172.34,13908.29,1570.79,745.37,746.74,1398.91,689.06,1985.19,162.94,14727.88,151.82,10814.91,464.44
170.93,13793.34,1586.05,720.85,743.15,1398.91,689.06,1985.19,162.94,14727.88,151.82,10845.8,456.74
172.34,13793.34,1608.92,715.95,746.74,1406.77,693.81,1963.55,164.01,15248.55,153.82,10908.14,460.03
170.93,13984.92,1593.67,696.34,746.74,1406.77,693.81,1963.55,164.01,15174.17,153.82,10908.14,457.44
172.34,14176.49,1593.67,681.62,761.1,1391.05,698.57,1979.78,165.09,15322.95,156.82,10908.14,460.03
172.34,14406.38,1654.67,691.43,761.1,1438.2,712.82,2012.24,165.09,15546.09,156.82,10939.3,467.78
175.17,14406.38,1669.92,686.53,753.92,1422.48,708.07,2012.24,164.01,15620.47,156.82,10845.8,478.12
175.17,14368.07,1662.3,691.43,753.92,1398.91,731.83,1996.01,164.01,15546.09,155.82,11001.64,472.95
175.17,14597.96,1677.55,730.66,750.33,1414.63,746.09,2012.24,165.09,15397.32,155.82,11001.64,472.95
173.75,14712.9,1654.67,730.66,753.92,1398.91,727.08,2012.24,165.09,15546.09,153.82,10939.3,472.95
173.75,14636.27,1654.67,936.62,761.1,1398.91,725.18,2006.83,166.17,15397.32,157.02,10876.97,467.78
175.17,14559.64,1662.3,912.1,757.51,1375.33,720.38,2012.29,166.17,15397.32,158.02,10845.8,457.44
175.17,14559.64,1669.92,907.2,757.51,1383.19,729.98,2034.17,166.17,15322.95,158.02,10814.64,452.27
173.75,14712.9,1685.17,956.24,768.28,1398.91,729.98,2039.64,165.09,15546.09,157.02,10845.8,457.44
175.17,14636.27,1730.92,936.62,764.69,1438.2,739.59,2066.98,166.17,15397.32,157.02,10814.64,465.2
173.75,14636.27,1730.92,1049.41,779.05,1485.36,739.59,2056.04,168.55,15494.02,159.03,10814.64,460.03
175.17,14636.27,1738.55,1000.37,775.46,1477.5,739.59,2056.04,165.22,15419.18,159.03,10845.8,462.61
176.58,14942.79,1753.8,1000.37,782.64,1461.78,744.39,2077.91,168.55,15344.32,163.05,10908.14,467.78
177.99,14904.47,1761.43,980.75,779.05,1461.78,739.59,2083.38,168.55,15718.57,164.06,10876.97,465.2
180.82,14866.16,1807.18,1024.89,782.64,1469.64,739.59,2094.32,168.55,15643.72,161.04,10908.14,462.61
180.82,14789.53,1860.55,1010.18,782.64,1477.5,734.78,2072.45,167.44,15568.88,161.04,10908.14,465.2
179.4,14597.96,1807.18,1015.08,786.23,1461.78,734.78,2050.57,169.66,15643.72,161.04,10970.47,472.95
186.47,14751.21,1807.18,1015.08,782.64,1461.78,734.78,2045.1,167.44,15568.88,161.04,10939.3,475.53
185.06,14674.59,1769.05,1000.37,789.82,1453.92,729.98,2028.7,167.44,15494.02,161.04,10908.14,470.36
187.88,14866.16,1791.93,990.56,786.23,1461.78,729.98,2039.64,171.87,15419.18,161.04,10970.47,472.95
179.4,14789.53,1776.68,980.75,789.82,1453.92,720.38,2034.17,172.98,15494.02,162.05,10970.47,467.78
183.64,14789.53,1769.05,970.95,786.23,1446.06,715.57,2028.7,171.87,15494.02,163.05,10970.47,465.2
180.82,14827.84,1799.55,1201.71,786.23,1477.5,720.38,2017.76,175.2,15269.46,163.05,10970.47,462.61
185.06,14636.27,1799.55,1172.22,793.41,1516.79,725.18,2039.64,177.42,15344.32,162.05,11001.64,462.61
187.88,14636.27,1814.8,1083.75,789.82,1508.93,725.18,2066.98,186.29,15419.18,162.05,11063.97,467.78
186.47,14636.27,1799.55,1083.75,814.95,1501.07,725.18,2056.04,189.61,15344.32,161.04,11095.13,462.61
185.06,14559.64,1776.68,1069.01,814.95,1485.36,729.98,2056.04,186.29,15344.32,159.03,11095.13,460.03
185.06,14712.9,1784.3,1039.52,814.95,1493.22,729.98,2066.98,185.18,15344.32,159.03,11126.3,457.44
183.64,14674.59,1776.68,1046.89,829.31,1485.36,734.78,2056.04,188.51,15494.02,159.03,11126.3,460.03
189.29,14636.27,1814.8,1091.13,825.72,1493.22,729.98,2050.57,188.51,15643.72,158.02,11095.13,457.44
187.88,14866.16,1807.18,1054.26,825.72,1493.22,725.18,2072.45,185.18,15718.57,158.02,11126.3,462.61
187.88,14866.16,1807.18,1054.26,825.72,1508.93,729.98,2077.91,184.07,15643.72,158.02,11126.3,457.44
187.88,14942.79,1784.3,1046.89,829.31,1516.79,729.98,2066.98,186.29,15793.43,160.03,11126.3,452.27
187.88,14942.79,1784.3,1046.89,829.31,1516.79,729.98,2066.98,186.29,15793.43,160.03,11126.3,452.27
186.47,15096.05,1807.18,1024.77,832.9,1532.51,758.8,2127.13,191.83,16242.52,162.05,11157.46,421.26
182.23,15287.62,1807.18,1024.77,829.31,1540.37,758.8,2143.53,190.72,16242.52,162.05,11188.63,392.83
182.23,14942.79,1791.93,995.28,818.54,1524.65,758.8,2116.19,189.61,16092.82,158.02,11188.63,400.58
179.4,14751.21,1753.8,958.42,829.31,1508.93,739.59,2072.45,184.07,15718.57,159.03,11126.3,395.42
180.82,14789.53,1776.68,995.28,832.9,1485.36,758.8,2105.25,184.07,15943.13,159.03,11188.63,392.83
180.82,14789.53,1776.68,995.28,832.9,1485.36,758.8,2105.25,184.07,15943.13,159.03,11188.63,392.83
180.82,14942.79,1776.68,1010.03,829.31,1493.22,753.99,2077.91,188.51,15868.27,160.03,11157.46,385.08
180.82,14981.11,1776.68,1069.01,829.31,1540.37,753.99,2056.04,188.51,15943.13,161.04,11157.46,382.49
180.82,14981.11,1776.68,1069.01,829.31,1540.37,753.99,2056.04,188.51,15943.13,161.04,11157.46,382.49
179.4,14827.84,1784.3,1046.89,829.31,1540.37,753.99,2061.51,188.51,16092.82,161.04,11219.8,387.66
177.99,14866.16,1784.3,1010.03,829.31,1524.65,749.19,2066.98,186.29,16092.82,158.02,11344.46,385.08
180.82,14904.47,1814.8,995.28,872.39,1524.65,744.39,2110.72,185.18,15868.27,157.02,11250.96,382.49
177.99,14789.53,1776.68,1024.77,865.21,1501.07,744.39,2127.13,179.64,15793.43,163.05,11157.46,369.57
177.99,14368.07,1776.68,1002.66,858.03,1501.07,744.39,2099.79,175.2,15868.27,162.05,11095.13,364.4
172.34,14138.18,1784.3,943.68,858.03,1485.36,739.59,2099.79,178.53,15943.13,163.05,11188.63,354.07
175.17,14291.44,1769.05,958.42,897.52,1493.22,734.78,2099.79,177.42,15793.43,164.06,11188.63,374.74
172.34,14291.44,1784.3,928.93,893.93,1508.93,749.19,2077.91,177.42,15718.57,164.06,11095.13,372.16
175.17,14138.18,1784.3,877.32,893.93,1508.93,749.19,2088.85,175.2,15793.43,163.05,11250.96,377.32
177.99,13831.66,1769.05,862.58,861.62,1501.07,744.39,2094.32,175.2,15643.72,163.05,11188.63,377.32
176.58,13831.66,1761.43,855.21,861.62,1477.5,739.59,2094.32,172.98,15718.57,161.04,11157.46,366.99
176.58,13640.09,1738.55,869.95,861.62,1508.93,734.78,2083.38,171.87,16242.52,159.03,11157.46,372.16
177.99,13831.66,1753.8,884.7,868.8,1508.93,739.59,2110.72,166.33,16317.38,160.03,11219.8,369.57
177.99,13869.97,1738.55,980.54,872.39,1477.5,739.59,2110.72,165.22,16167.68,160.03,11126.3,361.82
177.99,13946.6,1746.17,936.3,868.8,1477.5,734.78,2143.53,165.22,16167.68,161.04,11250.96,361.82
180.82,13984.92,1776.68,914.19,865.21,1493.22,744.39,2149,165.22,16317.38,161.04,11250.96,372.16
180.82,13755.03,1769.05,906.81,858.03,1477.5,749.19,2138.06,167.44,16317.38,162.05,11250.96,377.32
180.82,13716.71,1799.55,914.19,854.44,1469.64,734.78,2143.53,166.33,16392.22,162.05,11250.96,374.74
180.82,13678.4,1791.93,906.81,843.67,1477.5,739.59,2181.81,169.66,16317.38,161.04,11313.3,374.74
179.37,13410.2,1791.93,869.95,847.26,1453.92,744.39,2176.34,170.76,16392.22,159.03,11281.87,372.16
179.37,13601.77,1769.05,840.46,836.49,1469.64,739.59,2181.81,167.44,16167.68,159.03,11313.3,377.32
179.37,13640.09,1784.3,803.6,847.26,1446.06,739.59,2170.87,166.33,16017.97,161.04,11313.3,390.25
182.26,13486.82,1875.8,869.95,854.44,1446.06,744.39,2159.94,170.76,16167.68,161.04,11376.15,390.25
182.26,13486.82,1891.05,847.83,850.85,1461.78,753.99,2220.09,168.55,15943.13,161.04,11313.3,387.66
179.37,13371.88,1898.68,818.34,840.08,1446.06,753.99,2181.81,166.33,15943.13,160.03,11313.3,395.42
179.37,13410.2,1883.43,810.97,847.26,1453.92,753.99,2220.09,166.33,15868.27,160.03,11344.72,400.58
183.71,13486.82,1868.18,781.48,840.08,1453.92,753.99,2220.09,166.33,16242.52,158.02,11439,403.17
183.71,13486.82,1868.18,781.48,840.08,1453.92,753.99,2220.09,166.33,16242.52,158.02,11439,403.17
179.37,13640.09,1875.8,737.25,836.49,1461.78,744.39,2220.09,167.44,16092.82,158.02,11439,392.83
180.82,13640.09,1921.55,774.11,840.08,1461.78,753.99,2241.96,166.33,15943.13,154,11439,390.25
179.37,13601.77,1906.3,751.99,843.67,1453.92,753.99,2241.96,166.33,15943.13,155,11470.43,403.17
179.37,13601.77,1906.3,751.99,843.67,1453.92,753.99,2241.96,166.33,15943.13,155,11470.43,403.17
179.37,13716.71,1924.91,693.01,847.26,1461.78,744.39,2252.9,167.44,16167.68,154,11093.32,398
180.82,14253.12,1940.37,715.13,843.67,1461.78,739.59,2220.09,168.55,16092.82,152.99,11250.45,395.42
182.26,14329.75,1963.56,711.44,850.85,1453.92,739.59,2231.02,172.98,15943.13,156.01,11250.45,385.08
180.82,14214.81,1979.02,707.76,847.26,1469.64,749.19,2231.02,176.31,15943.13,156.01,11281.87,382.49
180.82,14329.75,1971.29,733.56,847.26,1493.22,744.39,2220.09,177.42,15793.43,152.99,11219.02,377.32
177.92,14061.55,1994.49,722.5,854.44,1493.22,773.2,2252.9,179.64,16317.38,155,11313.3,374.74
177.92,14138.18,2002.22,726.19,868.8,1485.36,768.4,2252.9,179.64,16167.68,155,11250.45,377.32
179.37,14214.81,1994.49,711.44,868.8,1477.5,768.4,2241.96,176.31,16167.68,152.99,11219.02,374.74
180.82,14253.12,2002.22,711.44,861.62,1485.36,768.4,2241.96,178.53,16017.97,156.01,11250.45,387.66
177.92,14329.75,2056.33,711.44,854.44,1485.36,768.4,2252.9,179.64,15868.27,157.02,11281.87,390.25
177.92,14291.44,2118.17,707.76,868.8,1469.64,768.4,2231.02,181.85,15868.27,157.02,11250.45,385.08
177.92,14291.44,2087.25,715.13,861.62,1469.64,768.4,2220.09,180.74,15793.43,155,11156.17,382.49
176.48,14483.01,2064.06,700.38,854.44,1461.78,749.19,2198.21,177.42,15718.57,154,11156.17,369.57
177.92,14636.27,2102.71,707.76,854.44,1469.64,763.6,2209.15,180.74,15643.72,155,11250.45,364.4
177.92,14636.27,2102.71,707.76,854.44,1469.64,763.6,2209.15,180.74,15643.72,155,11250.45,364.4
177.92,14636.27,2102.71,707.76,854.44,1469.64,763.6,2209.15,180.74,15643.72,155,11250.45,364.4
