ASIA AVIATION - TOT RETURN IND,ADVANCED INFO SER. - TOT RETURN IND,AIRPORTS OF THAILAND - TOT RETURN IND,ASIAN SEA CORPORATION - TOT RETURN IND,ASIA SERMKIJ LEASING - TOT RETURN IND,BGK.AVIATION FUEL SVS. - TOT RETURN IND,BANK OF AYUDHYA - TOT RETURN IND,BANGKOK BANK - TOT RETURN IND,BANGCHAK CORPORATION ORS - TOT RETURN IND,BANGKOK DUSIT MED.SVS. - TOT RETURN IND,BANGKOK EXPRESSWAY AND METRO - TOT RETURN IND,BANGKOK INSURANCE - TOT RETURN IND,BANGKOK LIFE ASSURANCE - TOT RETURN IND
87190C(RI),314926(RI),28530Q(RI),140261(RI),31572P(RI),15382P(RI),749549(RI),933079(RI),140346(RI),314898(RI),8836T4(RI),755194(RI),68032M(RI)
107.57,14999.45,562.89,137.44,494.5,732.41,669.62,1843.72,116.55,9464.82,,9479.57,492.6
106.49,15189.31,557.08,137.44,497.46,721.31,672.26,1843.72,117.49,9464.82,,9589.8,496.09
107.03,15315.89,558.54,133.87,497.46,721.31,667.81,1853.43,117.49,9464.82,,9589.8,515.31
106.49,15315.89,559.99,132.08,500.42,721.31,667.81,1877.69,117.49,9464.82,,9534.68,517.06
107.57,15062.73,573.04,132.97,506.35,715.76,667.81,1897.1,117.49,9966.74,,9589.8,513.56
107.03,15442.47,570.14,132.97,500.42,715.76,663.36,1834.02,120.28,10181.85,,9562.24,513.56
106.49,15315.89,564.34,131.19,494.5,726.86,676.71,1819.47,118.42,9966.74,,9534.68,504.83
109.19,15379.18,561.44,131.19,494.5,721.31,690.07,1834.02,117.49,9966.74,,9507.13,504.83
109.19,15505.76,567.24,132.08,488.58,720.2,676.71,1843.72,116.55,10253.55,,9562.24,501.33
108.65,15315.89,565.79,133.87,488.58,714.53,672.26,1829.17,119.35,10612.07,,9507.13,494.35
108.65,15315.89,565.79,133.87,488.58,714.53,672.26,1829.17,119.35,10612.07,,9507.13,494.35
107.57,15505.76,571.59,133.87,488.58,720.2,663.36,1863.13,117.49,11113.99,,9562.24,496.09
107.57,15505.76,571.59,133.87,488.58,720.2,663.36,1863.13,117.49,11113.99,,9562.24,496.09
106.49,15126.02,562.89,132.97,494.5,720.2,667.81,1858.28,116.55,10755.47,,9562.24,501.33
105.95,14936.16,558.54,132.97,494.5,720.2,676.71,1834.02,115.62,10898.88,,9507.13,496.09
104.32,14493.14,551.28,149.04,494.5,691.85,667.81,1804.91,110.03,10683.77,,9507.13,490.85
104.32,14683,555.63,142.79,491.54,691.85,672.26,1809.76,110.96,10683.77,,9507.13,494.35
104.32,14683,551.28,144.57,488.58,686.18,672.26,1790.35,113.76,10827.18,,9479.57,503.15
104.32,14683,551.28,144.57,488.58,686.18,672.26,1790.35,113.76,10827.18,,9479.57,503.15
103.78,15315.89,555.63,140.11,509.31,680.51,667.81,1809.76,112.82,11042.29,,9589.8,526.02
102.7,15062.73,559.99,142.79,521.15,691.85,672.26,1800.06,110.96,11113.99,,9617.36,540.1
103.24,15252.6,567.24,141.9,518.19,686.18,676.71,1824.32,111.89,11113.99,,9589.8,564.72
103.24,15379.18,565.79,141.01,518.19,691.85,672.26,1824.32,112.82,11185.69,,9562.24,557.69
104.32,14936.16,545.48,141.01,533,686.18,676.71,1800.06,112.82,10898.88,,9507.13,555.93
105.95,14999.45,551.28,141.01,541.88,691.85,672.26,1800.06,112.82,10970.58,,9479.57,557.69
105.95,14936.16,551.28,143.68,553.72,691.85,672.26,1800.06,112.82,11042.29,,9479.57,561.21
104.86,14746.29,538.22,142.79,547.8,703.19,676.71,1790.35,112.82,11042.29,,9507.13,552.41
103.24,14619.71,525.17,142.79,550.76,703.19,676.71,1746.69,110.96,10898.88,,9472.68,554.17
103.78,14366.56,523.72,141.01,550.76,697.52,681.16,1780.65,110.96,10898.88,,9417.12,562.97
103.78,14429.85,533.87,136.54,562.61,714.53,676.71,1809.76,113.76,11329.1,,9417.12,561.21
104.86,14619.71,532.42,138.33,559.65,788.25,681.16,1800.06,110.96,11759.32,,9389.34,562.97
107.03,14493.14,544.03,140.11,562.61,771.24,685.62,1795.21,111.89,11902.72,,9417.12,578.8
109.73,14936.16,552.73,145.47,562.61,765.57,703.42,1853.43,111.89,11831.02,,9389.34,580.56
111.35,15189.31,564.34,140.11,565.57,776.91,707.88,1877.69,111.89,11759.32,,9361.56,573.52
109.73,15189.31,565.79,140.11,574.45,765.57,707.88,1848.58,110.96,11902.72,,9361.56,564.72
110.27,15189.31,565.79,141.01,577.41,771.24,761.3,1858.28,110.03,12117.83,,9389.34,564.72
111.35,15189.31,567.24,142.79,580.37,765.57,770.2,1858.28,110.03,11974.43,,9500.46,566.48
111.35,15126.02,568.69,143.68,586.3,810.94,770.2,1867.98,110.03,11974.43,,9472.68,570
112.97,14683,573.04,144.57,595.18,810.94,796.92,1892.24,109.09,11974.43,,9417.12,566.48
113.51,14303.27,568.69,146.36,595.18,810.94,796.92,1906.8,110.03,11974.43,,9361.56,562.97
116.22,14366.56,573.04,142.79,598.14,805.27,783.56,1877.69,110.03,11902.72,,9444.9,562.97
116.22,14113.4,578.85,139.22,589.26,827.95,783.56,1872.84,110.03,11831.02,,9417.12,550.65
116.76,14493.14,577.39,137.44,601.1,827.95,801.37,1877.69,110.03,11902.72,,9389.34,557.69
113.51,14050.11,578.85,136.54,595.18,822.28,783.56,1863.13,110.03,11902.72,,9417.12,561.21
110.81,13607.09,562.89,136.54,586.3,816.61,788.01,1843.72,108.16,11544.2,,9444.9,562.97
112.43,13670.38,577.39,139.22,592.22,833.62,774.66,1843.72,107.23,11831.02,,9389.34,571.76
111.89,13543.8,589,138.33,592.22,839.29,747.94,1877.69,108.16,11902.72,,9444.9,568.24
111.89,13607.09,580.3,132.97,592.22,833.62,765.75,1872.84,109.09,12046.12,,9417.12,591.11
110.81,13417.23,577.39,131.19,595.18,827.95,770.2,1853.43,105.36,11974.43,,9417.12,584.08
110.27,13607.09,578.85,130.3,604.06,833.62,774.66,1867.98,107.23,11902.72,,9417.12,605.19
112.97,13986.82,574.49,132.97,618.87,827.95,779.11,1877.69,106.3,11974.43,,9417.12,613.98
112.43,13986.82,575.94,131.19,630.71,833.62,836.99,1867.98,108.16,11831.02,,9417.12,626.3
111.35,13923.54,575.94,132.97,621.83,822.28,828.08,1872.84,110.03,11974.43,,9444.9,619.26
111.35,13923.54,575.94,132.97,621.83,822.28,828.08,1872.84,110.03,11974.43,,9444.9,619.26
115.14,13796.96,571.59,131.19,607.02,827.95,814.72,1935.91,108.16,11759.32,,9389.34,605.19
115.14,13670.38,571.59,131.19,607.02,822.28,810.27,1950.47,107.23,11615.91,,9417.12,612.23
115.14,13670.38,567.24,133.87,615.91,827.95,819.18,1921.36,108.16,11615.91,,9500.46,619.26
115.14,13860.25,564.34,134.76,604.06,816.61,819.18,1911.65,107.23,11544.2,,9500.46,624.54
115.14,14176.69,573.04,134.76,601.1,799.59,836.99,1926.21,107.23,11472.51,,9472.68,615.74
122.16,14239.98,568.69,133.87,604.06,810.94,832.53,1950.47,107.23,11687.61,,9500.46,610.47
123.24,14239.98,580.3,135.65,607.02,816.61,828.08,1969.87,107.23,11615.91,,9500.46,610.47
123.24,14239.98,580.3,135.65,607.02,816.61,828.08,1969.87,107.23,11615.91,,9500.46,610.47
125.95,14239.98,575.94,136.54,607.02,822.28,836.99,1960.17,110.03,11687.61,,9500.46,615.74
125.95,14050.11,583.2,135.65,607.02,816.61,836.99,1931.06,110.03,11544.2,,9472.68,610.47
124.32,14176.69,603.51,135.65,601.1,816.61,836.99,1916.5,111.89,11759.32,,9444.9,613.98
132.43,14303.27,609.31,141.01,604.06,810.94,836.99,1916.5,116.55,12046.12,,9472.68,617.5
132.43,13607.09,632.52,139.22,598.14,810.94,836.99,1897.1,115.62,11759.32,,9472.68,638.61
132.97,13543.8,664.44,140.11,607.02,816.61,841.44,1911.65,112.82,11615.91,,9528.24,631.58
128.65,13037.49,641.23,139.22,589.26,810.94,845.89,1935.91,110.96,11472.51,,9583.8,633.34
129.19,13100.78,655.73,138.33,601.1,816.61,872.6,1960.17,110.03,11831.02,,9583.8,638.61
127.57,13100.78,644.13,138.33,604.06,816.61,854.79,1969.87,111.89,11974.43,,9639.36,643.89
124.32,12974.2,629.62,136.54,598.14,810.94,868.15,1931.06,110.03,12476.35,,9833.81,661.48
127.03,12910.91,626.72,138.33,592.22,810.94,881.51,1931.06,110.03,12619.75,,9750.47,659.73
124.32,12784.34,620.92,137.44,586.3,805.27,899.31,1892.24,107.23,12332.94,,9694.91,650.93
123.24,13037.49,635.42,139.22,583.33,810.94,934.93,1901.95,108.16,12117.83,,9722.69,661.48
120,13164.07,620.92,137.44,583.33,805.27,912.67,1892.24,107.23,12189.54,,9778.25,654.45
117.3,13227.36,623.82,134.76,574.45,799.59,908.22,1901.95,107.23,12332.94,,9694.91,654.45
120.54,13417.23,623.82,136.54,580.37,805.27,890.41,1940.76,108.16,12619.75,,9722.69,656.21
118.92,13607.09,626.72,137.44,595.18,810.94,868.15,1935.91,108.16,12978.27,,9750.47,647.41
116.76,13670.38,618.02,136.54,595.18,816.61,854.79,1921.36,107.23,12906.57,,9778.25,650.93
123.24,13480.52,635.42,137.44,586.3,816.61,868.15,1911.65,105.36,12763.16,,9778.25,650.93
124.32,13480.52,638.33,133.87,586.3,810.94,854.79,1906.8,108.16,12906.57,,9778.25,649.17
124.32,13480.52,638.33,133.87,586.3,810.94,854.79,1906.8,108.16,12906.57,,9778.25,649.17
124.32,13480.52,638.33,133.87,586.3,810.94,854.79,1906.8,108.16,12906.57,,9778.25,649.17
124.86,13736.2,635.42,130.3,595.18,822.28,881.51,1935.91,110.96,13480.19,,9806.03,635.1
124.32,13540.9,620.92,132.08,595.18,816.61,890.41,1940.76,113.76,13193.38,,9806.03,621.02
124.32,13606,626.72,133.87,589.26,844.96,894.86,1960.17,117.49,13121.67,,9833.81,599.91
124.32,13410.7,632.52,133.87,592.22,850.63,908.22,1960.17,116.55,12978.27,,9806.03,584.08
125.95,13410.7,632.52,135.65,580.37,844.96,921.57,1950.47,115.62,12978.27,,9944.93,587.6
126.49,13540.9,649.93,135.65,595.18,845.64,899.31,1969.87,117.49,13049.97,,9944.93,566.48
128.65,13475.8,641.23,129.4,589.26,828.5,908.22,1950.47,122.15,13121.67,,10000.48,575.28
123.78,13606,661.54,129.4,592.22,828.5,899.31,1940.76,126.81,13265.09,,10000.48,566.48
125.95,13540.9,687.65,128.51,589.26,828.5,908.22,1969.87,125.88,13480.19,,9993.54,571.76
124.32,13410.7,681.85,129.4,586.3,839.93,908.22,1969.87,124.95,13551.89,,9993.54,577.04
124.32,13475.8,681.85,131.19,589.26,828.5,912.67,1998.99,124.01,13838.7,,10049.53,591.11
124.32,13410.7,684.75,132.97,592.22,828.5,899.31,1998.99,124.95,13982.12,,9937.55,585.84
123.24,13606,687.65,135.65,589.26,834.21,894.86,1989.28,127.74,13982.12,,9993.54,591.11
124.86,13410.7,693.45,132.97,586.3,822.79,885.96,2037.8,130.54,13910.41,,9993.54,591.11
127.57,13475.8,687.65,133.87,598.14,857.07,890.41,2057.21,131.47,13982.12,,9993.54,592.87
130.27,13606,710.86,134.76,609.98,868.5,894.86,2086.32,130.54,14125.52,,9993.54,598.15
130.27,13540.9,696.36,134.76,604.06,857.07,943.83,2047.51,132.78,13982.12,,9993.54,605.19
130.27,13475.8,699.26,135.65,601.1,874.21,952.74,2057.21,130.88,13910.41,,9993.54,610.47
128.11,13410.7,690.55,138.33,595.18,902.78,946.51,2086.32,129.93,13551.89,,9993.54,612.23
128.65,13475.8,684.75,137.44,601.1,891.35,937.53,2096.02,130.88,13336.78,,9965.55,606.95
129.19,13606,676.05,139.22,598.14,868.5,924.08,2066.64,127.09,13121.67,,9909.56,594.63
128.11,13931.5,693.45,139.22,595.18,885.64,928.56,2037.26,127.09,13121.67,,9937.55,592.87
127.57,13801.3,699.26,139.22,589.26,874.21,928.56,2037.26,128.04,13480.19,,9965.55,594.63
127.57,13801.3,690.55,139.22,595.18,868.5,919.59,2047.05,127.09,13408.49,,9937.55,594.63
126.49,13671.1,684.75,137.44,589.26,868.5,906.13,2017.67,125.19,13121.67,,10021.53,598.15
125.95,13736.2,681.85,137.44,589.26,862.78,901.65,2066.64,126.14,13193.38,,10021.53,591.11
127.57,13866.4,690.55,136.54,592.22,879.92,888.19,2066.64,128.98,13480.19,,10021.53,601.67
126.49,13866.4,693.45,139.22,586.3,868.5,888.19,2066.64,128.04,13408.49,,10049.53,608.71
127.03,14126.8,702.16,138.33,586.3,868.5,888.19,2076.44,128.98,13623.6,,10049.53,615.74
129.73,14582.51,707.96,139.22,583.33,868.5,883.7,2076.44,128.98,13480.19,,10049.53,619.26
129.73,14712.71,707.96,139.22,586.3,868.5,888.19,2096.02,135.62,13480.19,,10049.53,617.5
128.11,14517.41,710.86,138.33,586.3,857.07,888.19,2047.05,136.57,13480.19,,10049.53,621.02
129.73,14712.71,705.06,137.44,580.37,868.5,897.16,2037.26,141.31,13408.49,,10049.53,624.54
126.49,14517.41,702.16,137.44,583.33,868.5,883.7,1988.28,135.62,13265.09,,10049.53,619.26
125.41,14647.61,693.45,137.44,586.3,857.07,874.73,1998.08,135.62,13265.09,,10049.53,633.34
125.41,14647.61,690.55,140.11,592.22,857.07,874.73,2007.87,136.57,13121.67,,10077.52,629.82
124.32,14452.31,684.75,134.76,586.3,839.93,883.7,1968.7,131.83,13049.97,,10077.52,613.98
124.86,14582.51,687.65,133.87,583.33,839.93,879.22,1988.28,131.83,13121.67,,10077.52,619.26
120,14452.31,664.44,133.87,577.41,822.79,897.16,1934.41,129.93,12906.57,,10077.52,608.71
118.92,14322.11,658.64,133.87,580.37,839.93,865.76,1929.52,128.98,12763.16,,10077.52,608.71
118.92,14322.11,649.93,131.19,583.33,834.21,865.76,1924.62,125.19,12834.86,,10077.52,591.47
119.46,14712.71,647.03,132.08,577.41,845.64,843.33,1929.52,131.83,12978.27,,10161.5,608.72
119.46,14582.51,635.42,139.22,583.33,834.21,852.3,1934.41,130.88,12906.57,,10133.5,606.25
117.84,14647.61,638.33,132.97,583.33,817.07,852.3,1919.72,127.09,12906.57,,10161.5,598.86
117.84,14712.71,652.83,133.87,589.26,828.5,843.33,1929.52,127.09,12834.86,,10301.46,606.25
121.08,14777.81,655.73,134.76,592.22,834.21,843.33,1909.93,123.29,13121.67,,10273.47,601.32
119.46,14582.51,638.33,134.76,592.22,822.79,816.42,1880.54,120.45,12978.27,,10413.44,584.07
118.92,14582.51,638.33,134.76,592.22,828.5,802.96,1880.54,124.24,12906.57,,10273.47,569.29
117.84,14712.71,649.93,132.97,595.18,822.79,802.96,1905.03,125.19,12834.86,,10273.47,571.75
117.3,14517.41,661.54,134.76,592.22,817.07,802.96,1900.13,127.09,13265.09,,10301.46,571.75
118.92,14842.91,664.44,134.76,595.18,817.07,811.93,1885.44,126.14,13265.09,,10273.47,584.07
118.92,14842.91,664.44,134.76,595.18,817.07,811.93,1885.44,126.14,13265.09,,10273.47,584.07
118.38,14842.91,684.75,133.87,592.22,811.36,811.93,1919.72,126.14,13265.09,,10245.48,574.21
118.38,15103.31,676.05,132.08,592.22,828.5,820.9,1919.72,129.93,13121.67,,10413.44,566.82
119.46,15493.91,702.16,133.87,595.18,828.5,825.39,1914.83,127.09,13049.97,,10273.47,552.03
119.46,15168.41,696.36,132.97,589.26,834.21,843.33,1919.72,128.04,13049.97,,10273.47,556.96
118.92,15298.61,696.36,132.97,589.26,828.5,834.36,1919.72,126.14,12978.27,,10273.47,566.82
119.46,15559.02,702.16,132.97,589.26,828.5,856.79,1939.31,127.09,13265.09,,10273.47,569.29
118.38,15493.91,699.26,133.87,586.3,828.5,861.28,1934.41,128.98,13336.78,,10301.46,574.21
117.84,15559.02,713.76,136.54,586.3,828.5,874.73,1949.11,132.78,13480.19,,10329.46,581.61
117.84,15559.02,713.76,136.54,583.33,822.79,888.19,1954,135.62,13336.78,,10329.46,581.61
118.38,15559.02,710.86,135.65,580.37,839.93,879.22,1958.9,134.68,13408.49,,10329.46,576.68
116.76,15168.41,707.96,133.87,571.49,834.21,888.19,1954,133.73,13121.68,,10329.46,571.75
115.68,14973.11,699.26,133.87,568.53,817.07,870.25,1929.52,132.78,13193.38,,10329.46,564.36
114.05,15363.71,707.96,132.08,568.53,811.36,870.25,1929.52,132.78,13121.68,,10357.45,556.96
112.43,15168.41,705.06,133.87,568.53,811.36,856.79,1924.62,129.93,13121.68,,10357.45,520
112.97,15559.02,725.37,133.87,574.45,811.36,856.79,1944.21,137.52,13193.38,,10329.46,515.07
114.59,15428.82,716.67,131.19,592.22,817.07,856.79,1958.9,134.68,13049.97,,10385.44,510.14
112.43,15298.61,710.86,131.19,589.26,811.36,861.28,1944.21,134.68,13121.68,,10385.44,517.53
114.59,15559.02,725.37,132.08,577.41,811.36,892.68,1958.9,140.37,13049.97,,10469.42,512.6
114.05,15428.82,728.27,129.4,574.45,811.36,883.7,1958.9,140.37,12978.28,,10385.44,515.07
114.05,15363.71,739.88,130.3,571.49,805.65,865.76,1944.21,137.52,12906.57,,10357.45,512.6
114.05,15428.82,765.99,130.3,580.37,811.36,838.85,1968.7,137.52,12906.57,,10385.44,502.75
112.97,15493.91,765.99,131.19,577.41,817.07,838.85,2007.87,141.31,13121.68,,10385.44,500.28
112.97,15559.02,760.19,128.51,577.41,817.07,838.85,1978.49,141.31,13265.09,,10385.44,502.75
117.3,15559.02,757.29,130.3,589.26,811.36,852.3,1978.49,139.42,13193.38,,10378.45,517.53
121.62,15624.12,786.3,130.3,589.26,817.07,847.82,1978.49,139.42,13408.49,,10378.45,537.25
126.49,15493.91,806.61,127.62,580.37,811.36,843.33,1978.49,134.68,13265.09,,10547.66,537.25
126.49,15624.12,824.02,127.62,577.41,811.36,852.3,1978.49,130.88,13408.49,,10434.85,556.96
123.78,15624.12,826.92,127.62,571.49,805.65,847.82,1958.9,127.09,13336.79,,10434.85,554.5
124.32,15884.52,835.63,125.83,577.41,799.93,838.85,1958.9,129.93,13336.79,,10434.85,547.11
124.86,16144.92,855.94,125.83,574.45,811.36,838.85,1954,130.88,13121.68,,10406.65,532.32
124.86,16144.92,855.94,125.83,574.45,811.36,838.85,1954,130.88,13121.68,,10406.65,532.32
124.32,16275.12,826.92,122.26,568.53,794.22,829.87,1939.31,128.98,13121.68,,10378.45,507.67
125.95,15949.62,826.92,123.16,568.53,777.08,811.93,1954,125.19,13049.97,,10350.24,512.6
125.95,15949.62,826.92,123.16,568.53,777.08,811.93,1954,125.19,13049.97,,10350.24,512.6
128.11,15884.52,818.22,120.48,565.57,748.51,793.99,1909.93,121.4,12906.57,,10322.04,497.82
130.27,15559.02,806.61,122.26,568.53,754.22,780.53,1885.44,121.4,12834.86,,10350.24,490.42
125.95,15428.82,812.41,115.12,565.57,708.51,771.56,1860.96,116.66,12763.16,,10011.82,468.24
124.86,15624.12,804.87,117.8,559.65,697.08,753.62,1836.47,111.91,12619.76,,10209.23,453.46
122.7,15754.32,781.37,119.59,565.57,708.51,762.59,1885.44,119.5,12834.86,,10237.43,455.92
126.49,15949.62,816.62,117.8,565.57,719.94,789.5,1895.24,121.4,12906.57,,10350.24,483.03
124.32,15949.62,813.68,120.48,559.65,708.51,789.5,1900.13,119.5,12763.16,,10322.04,478.1
123.24,16275.12,837.18,121.37,562.61,714.22,802.96,1900.13,124.24,12763.16,,10322.04,478.1
123.24,16275.12,828.37,129.4,562.61,714.22,807.45,1924.62,125.19,12691.46,,10322.04,502.75
122.7,16470.42,819.56,127.62,559.65,708.51,802.96,1919.72,124.24,12476.35,,10350.24,502.75
120.54,16144.92,810.75,125.83,556.69,708.51,802.96,1885.44,121.4,12476.35,,10265.64,487.96
119.46,16340.22,816.62,125.83,562.61,719.94,802.96,1914.83,123.29,12619.76,,10322.04,490.42
116.76,16210.02,813.68,124.05,559.65,714.22,798.47,1885.44,121.4,12548.05,,10322.04,473.17
116.22,16340.22,828.37,124.94,559.65,714.22,802.96,1900.13,120.45,12332.94,,10322.04,453.46
116.22,16340.22,828.37,124.94,559.65,714.22,802.96,1900.13,120.45,12332.94,,10322.04,453.46
116.22,16340.22,828.37,124.94,559.65,714.22,802.96,1900.13,120.45,12332.94,,10322.04,453.46
116.22,16340.22,828.37,124.94,559.65,714.22,802.96,1900.13,120.45,12332.94,,10322.04,453.46
116.22,16210.02,801.93,125.83,553.72,697.08,762.59,1860.96,118.55,12906.57,,10322.04,438.67
122.7,16079.82,799,124.94,556.69,708.51,758.1,1856.06,117.6,12763.16,,10322.04,443.6
123.78,16470.42,831.31,125.83,562.61,708.51,789.5,1875.65,122.35,12834.86,,10124.63,446.06
124.86,16275.12,848.93,128.51,568.53,708.51,802.96,1880.54,123.29,13336.79,,10124.63,455.92
127.57,16144.92,854.81,127.62,571.49,725.65,897.16,1860.96,124.24,13121.68,,10209.23,458.39
125.95,16079.82,854.81,128.51,580.37,719.94,995.85,1841.37,124.24,13121.68,,10124.63,446.06
128.11,16014.72,851.87,128.51,577.41,719.94,1067.62,1826.68,123.29,13408.49,,10209.23,446.06
125.41,15884.52,834.25,125.83,574.45,719.94,1099.02,1826.68,120.45,13193.38,,10322.04,448.53
124.86,15689.22,848.93,124.94,577.41,731.37,1031.74,1821.78,120.45,13265.09,,10293.84,448.53
127.03,15624.12,848.93,130.3,577.41,719.94,1013.79,1797.29,120.45,13408.49,,10181.03,443.6
126.49,16079.82,851.87,129.4,574.45,719.94,1112.48,1802.19,120.45,13551.89,,10181.03,438.67
128.65,16210.02,851.87,130.3,571.49,719.94,1125.94,1811.98,123.29,13265.09,,10152.83,443.6
131.35,16210.02,851.87,131.19,574.45,725.65,1148.37,1816.88,122.35,13193.38,,10152.83,465.78
136.49,16340.22,866.56,127.62,586.3,731.37,1251.54,1841.37,128.04,13193.38,,10209.23,465.78
137.84,16535.52,910.62,131.19,580.37,725.65,1623.86,1895.24,128.98,13408.49,,10265.64,460.85
140.54,16405.32,922.37,124.94,577.41,719.94,1399.57,1900.13,125.19,13408.49,,10237.43,473.17
135.14,16600.63,919.43,124.94,580.37,725.65,1296.4,1919.72,126.14,13551.89,,10378.45,497.82
137.84,16340.22,913.56,124.94,592.22,731.37,1359.2,1895.24,126.14,13551.89,,10322.04,510.14
145.95,16340.22,907.68,124.05,589.26,725.65,1256.03,1885.44,128.98,13551.89,,10293.84,505.21
147.3,15949.62,951.75,124.94,583.33,731.37,1224.63,1865.85,129.93,13336.79,,10293.84,512.6
139.19,16014.72,951.75,123.16,586.3,725.65,1202.2,1856.06,128.04,13336.79,,10350.24,502.75
137.84,16210.02,945.87,122.26,592.22,725.65,1251.54,1870.75,129.93,13408.49,,10406.65,500.28
132.43,16079.82,922.37,137.44,589.26,731.37,1206.68,1856.06,128.04,13695.31,,10406.65,510.14
137.84,16144.92,928.25,134.76,589.26,719.94,1251.54,1860.96,128.04,14053.82,,10406.65,502.75
135.14,16079.82,940,139.22,589.26,719.94,1247.05,1860.96,126.14,14484.04,,10406.65,505.21
133.51,16014.72,922.37,147.25,589.26,719.94,1220.14,1831.57,127.09,14770.86,,10406.65,522.46
131.89,15884.52,925.31,159.75,586.3,719.94,1206.68,1836.47,125.19,14699.15,,10434.85,527.39
134.05,15819.42,937.06,174.92,589.26,731.37,1220.14,1860.96,126.14,14627.44,,10378.45,520
135.14,16144.92,928.25,187.41,589.26,731.37,1233.6,1880.54,124.24,14985.96,,10406.65,517.53
133.51,16144.92,916.5,182.95,592.22,725.65,1224.63,1875.65,123.29,14770.86,,10463.05,517.53
132.43,15819.42,916.5,171.35,607.02,731.37,1206.68,1880.54,123.29,14555.75,,10434.85,520
131.89,15624.12,901.81,174.03,601.1,725.65,1184.25,1860.96,123.29,14484.04,,10434.85,505.21
132.43,15689.22,919.43,170.46,607.02,725.65,1215.65,1860.96,125.19,14914.26,,10463.05,510.14
134.05,15624.12,901.81,182.95,651.44,725.65,1193.23,1860.96,125.19,14770.86,,10463.05,507.67
133.51,15493.91,913.56,180.27,657.36,759.93,1193.23,1860.96,123.29,15129.37,,10434.85,512.6
139.19,15559.02,901.81,176.7,681.05,765.65,1157.34,1851.16,119.5,15272.78,,10434.85,505.21
136.49,15428.82,898.87,175.81,689.93,765.65,1139.4,1846.26,122.35,15129.37,,10434.85,500.28
139.19,14777.81,893,177.6,692.89,765.65,1157.34,1831.57,127.09,14985.96,,10406.65,490.42
144.59,14973.11,922.37,165.99,681.05,754.22,1175.28,1807.09,129.93,15272.78,,10434.85,502.75
144.59,15168.41,907.68,179.38,698.82,759.93,1112.48,1792.39,128.04,15416.18,,10378.45,502.75
140.54,15038.21,890.06,169.56,695.86,759.93,1081.08,1772.81,129.93,15344.47,,10378.45,492.89
140.54,15233.51,872.43,159.75,678.09,742.79,995.85,1782.6,128.61,15129.37,,10434.85,480.57
140.54,15233.51,872.43,159.75,678.09,742.79,995.85,1782.6,128.61,15129.37,,10434.85,480.57
137.84,15298.61,860.68,165.99,681.05,725.65,928.56,1831.57,122.85,14914.26,,10463.05,468.24
139.19,15559.02,884.18,165.99,689.93,731.37,933.05,1846.26,126.69,15344.47,,10519.46,473.17
139.19,15233.51,872.43,169.56,681.05,765.65,1009.31,1831.57,128.61,14985.96,,10434.85,468.24
139.19,15038.21,866.56,169.56,668.5,782.79,933.05,1787.5,127.65,14699.15,,10406.65,468.24
143.24,15168.41,872.43,175.81,693.6,771.36,982.39,1797.29,130.52,14842.55,,10484.2,480.57
148.65,15168.41,869.5,177.6,721.85,765.65,986.88,1797.29,129.57,14699.15,,10427.22,473.17
145.95,15689.22,866.56,172.24,706.16,765.65,959.96,1802.19,131.48,14699.15,,10427.22,478.1
143.24,15624.12,863.62,163.32,677.91,742.79,950.99,1777.7,129.57,14412.34,,10398.73,483.03
140.54,16210.02,854.81,160.64,681.05,737.08,928.56,1802.19,126.69,14555.75,,10398.73,497.82
145.95,16144.92,875.37,165.1,684.19,731.37,910.62,1807.09,128.61,14985.96,,10484.2,500.28
147.3,16340.22,878.31,163.32,681.05,725.65,865.76,1811.98,127.65,14914.26,,10398.73,510.14
155.41,16210.02,872.43,162.42,681.05,719.94,829.87,1792.39,129.57,14985.96,,10541.18,502.75
155.41,16079.82,890.06,160.64,674.77,714.22,820.9,1777.7,126.69,14555.75,,10455.71,505.21
158.11,16079.82,875.37,160.64,649.67,714.22,793.99,1777.7,125.73,14792.36,,10427.22,505.21
154.05,15819.42,884.18,145.47,646.53,702.8,798.47,1753.22,125.73,14864.88,,10427.22,507.67
150,15816.81,866.56,139.22,633.97,702.8,767.07,1753.22,124.77,14647.34,,10398.73,495.35
150,15683.34,860.68,142.79,627.7,708.51,776.04,1763.01,125.73,14357.3,,10427.22,500.28
139.19,15883.55,822.5,144.57,627.7,702.8,749.13,1777.7,123.81,14502.32,,10427.22,502.75
135.14,15816.81,822.5,146.36,624.56,725.65,740.16,1807.09,123.81,14284.78,,10427.22,502.75
137.84,16083.77,854.81,151.71,627.7,725.65,780.53,1782.6,124.77,14719.86,,10427.22,497.82
135.14,16417.45,860.68,152.61,624.56,725.65,767.07,1802.19,126.69,14864.88,,10427.22,495.35
137.84,16350.71,857.75,147.25,630.84,731.37,785.02,1811.98,127.65,14864.88,,10427.22,505.21
137.84,16350.71,857.75,147.25,630.84,731.37,785.02,1811.98,127.65,14864.88,,10427.22,505.21
134.05,16150.5,854.81,146.36,627.7,742.79,798.47,1821.78,130.52,14864.88,,10427.22,517.53
132.97,16217.24,857.75,147.25,624.56,737.08,776.04,1841.37,128.61,14502.32,,10398.73,510.14
134.05,16083.77,860.68,142.79,612,737.08,789.5,1860.96,128.61,14429.8,,10398.73,507.67
